,0,1,2,3,4,5,6,7,8,9
0,8.588798262670139,8.588798262670139,8.588798262670139,8.588798262670139,8.588798262670139,8.588798262670139,8.588798262670139,8.588798262670139,8.588798262670139,8.588798262670139
1,5.210108369878635,5.202077278767618,5.198692643964672,5.194499778483879,5.203218439466172,5.210548568030661,5.201148148136849,5.200725162594088,5.201683380891546,5.201194319758848
2,4.468932700884399,4.465332258449716,4.4635411796684235,4.461426574570791,4.4655063899886835,4.468980558203057,4.464440559450288,4.464211992310682,4.464987656342713,4.464606978891564
3,3.894282716105421,3.892288079255228,3.891525584186552,3.890323231448092,3.8926459409118777,3.8945306014553633,3.892063182952269,3.891916548754285,3.8922922522558894,3.8922226367014963
4,3.4389049236800817,3.437962873114818,3.437334576129085,3.4367269439626242,3.4380195897327877,3.439096257799837,3.4376542098777336,3.4376917273288883,3.437864824935764,3.4378005113349404
5,3.0720698677285925,3.0712652212667138,3.071016648989684,3.0707429532614148,3.0716763812790573,3.072175618479575,3.0713898667024395,3.0714173061908148,3.0715428891368934,3.071515904395852
6,2.7724959062148136,2.7719175562668426,2.7716492376289223,2.7714781487540825,2.772101832600108,2.772514564876931,2.7719115580196476,2.771987999470679,2.7720355231924234,2.7721683721590566
7,2.5245223372993975,2.5239897724609155,2.5237512345954616,2.5236634199458194,2.524234125564588,2.524434396901549,2.523948017716818,2.52409004349681,2.5241077139204426,2.5242377912508736
8,2.316664139377307,2.3162399952122277,2.3160906263496583,2.316006822887819,2.316512164508438,2.3166343695722076,2.3162193085945186,2.3163889289638506,2.3164347241267973,2.3164871433647347
9,2.140577687032328,2.14020582270305,2.1401867196106488,2.140159104451358,2.1405118106480745,2.140598163407121,2.14023373627653,2.1404002254033045,2.1404398408263825,2.140439035107051
10,1.9899532375650317,1.98960351326917,1.989590945416326,1.9896054672141097,1.9899343166697616,1.9899708029260357,1.9896202957255078,1.9898034811113288,1.989843185676734,1.9898274119344592
11,1.8598356967174259,1.8595756462741675,1.859442019900538,1.8595063628779802,1.8598837131631156,1.8599021477754214,1.8595323638589605,1.8597036676762735,1.8597457641173882,1.859741399343186
12,1.7466103457287592,1.7461886809975624,1.7461349387958824,1.7461806000789277,1.7465874322228547,1.746504029594002,1.746208662749217,1.7463931177156742,1.7463974944835712,1.746401712898313
13,1.6470358109697627,1.6466998851412378,1.646584672313436,1.6467365767839475,1.6471183793408546,1.6470435281628137,1.6466955982679383,1.6469312134581813,1.6469471762416295,1.646906950745199
14,1.559109265543491,1.558725553027239,1.558745530494625,1.5588167761655112,1.559191800337234,1.5591282228337788,1.5587463404322164,1.55896343117767,1.558996677941602,1.5589595342517406
15,1.4809733038486554,1.4804655712231998,1.4804940158352258,1.480548352016263,1.4809603906347446,1.4809209274103357,1.4805606183126998,1.4807138513496265,1.4807768687575042,1.4807604778855568
16,1.4110601398522642,1.410529992168144,1.4104617273982136,1.4106182984918674,1.4109299598690637,1.4108879553718339,1.410595942805414,1.4107280598652512,1.4107909759056234,1.4107839185521536
17,1.3481437649298569,1.3475974103299078,1.3475233649478386,1.3477361864680653,1.3480050999905806,1.34797569010165,1.3476802763930225,1.3478378348549476,1.3478457644054158,1.3478496659547803
18,1.2912841125750198,1.290724614655327,1.2907351933768425,1.290879622647876,1.2911451610712812,1.2911281210733858,1.2908303294384862,1.2909980814939082,1.2909688932164785,1.2909799065557306
19,1.239687951150313,1.23917859208395,1.2391658303451085,1.2392993622239385,1.2395959743174136,1.2395434633992435,1.2392941186719146,1.2394184323831845,1.2393729407355387,1.2394106602886823
20,1.1927202819394949,1.192226874079279,1.1921847594058903,1.1922907437353012,1.1926142229254975,1.192575336130807,1.1923204885376444,1.192460219451675,1.1924035335658292,1.1924334950505864
21,1.149854146839097,1.1492373214350162,1.1492481566986947,1.1493712422072107,1.1496663862036174,1.1496297197266623,1.1493824105814343,1.1495361347283166,1.1494826512526073,1.1494960943913797
22,1.1104915422718205,1.1098542945836027,1.109860227040344,1.1100110031399715,1.110269371033948,1.1102438117714732,1.1100125732009258,1.1101732187451852,1.1101124130146138,1.11011810031379
23,1.0742568803647417,1.0736642015580564,1.0736394663505853,1.0738150720122586,1.0740459802126523,1.0740209581809492,1.0737990659383099,1.073962849599303,1.0738936389116323,1.0739194265879906
24,1.0408408610821085,1.040256582024988,1.0402709576430176,1.0404118132051183,1.040657595419658,1.0406528865567093,1.0404055813309574,1.040567164623702,1.040522890398158,1.0405394964520989
